Unique ID,State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status
KL/ERN/2024/48/2835,Kerala,Ernakulam,Hepatitis A,19,0,28-11-2024,28-11-2024,Under Surveillance
KL/ERN/2024/48/2836,Kerala,Ernakulam,Hepatitis A,10,0,22-11-2024,27-11-2024,Under Surveillance
KL/KTM/2024/48/2837,Kerala,Kottayam,Hepatitis A,13,0,22-11-2024,25-11-2024,Under Surveillance
KL/MLP/2024/48/2838,Kerala,Malappuram,Mumps,15,0,29-11-2024,29-11-2024,Under Surveillance
KL/PLK/2024/48/2839,Kerala,Palakkad,Mumps,16,0,27-11-2024,29-11-2024,Under Surveillance
KL/PLK/2024/48/2840,Kerala,Palakkad,Mumps,17,0,29-11-2024,29-11-2024,Under Surveillance
KL/PLK/2024/48/2841,Kerala,Palakkad,Mumps,34,0,25-11-2024,26-11-2024,Under Surveillance
KL/PAT/2024/48/2842,Kerala,Pathanamthitta,Food Poisoning,16,0,25-11-2024,25-11-2024,Under Control
MP/DAT/2024/48/2843,Madhya Pradesh,Datia,Measles,10,0,29-11-2024,29-11-2024,Under Surveillance
MP/PAN/2024/48/2844,Madhya Pradesh,Panna,Food Poisoning,10,0,25-11-2024,27-11-2024,Under Surveillance
MP/SAG/2024/48/2845,Madhya Pradesh,Sagar,Measles,7,1,21-11-2024,28-11-2024,Under Surveillance
MP/SHE/2024/48/2846,Madhya Pradesh,Sheopur,Measles,20,0,29-11-2024,29-11-2024,Under Surveillance
MH/AMR/2024/48/2847,Maharashtra,Amravati,Chikungunya,12,0,25-11-2024,26-11-2024,Under Surveillance
MH/KOH/2024/48/2848,Maharashtra,Kolhapur,Acute Diarrheal Disease,165,0,30-11-2024,30-11-2024,Under Surveillance
MH/KOH/2024/48/2849,Maharashtra,Kolhapur,Hepatitis A,18,0,25-11-2024,25-11-2024,Under Surveillance
MH/NAN/2024/48/2850,Maharashtra,Nanded,Chikungunya,14,0,26-11-2024,27-11-2024,Under Surveillance
MH/PLG/2024/48/2851,Maharashtra,Palghar,Leptospirosis,7,1,23-11-2024,25-11-2024,Under Control
MH/PNE/2024/48/2852,Maharashtra,Pune,Zika Virus,1,0,25-11-2024,27-11-2024,Under Surveillance
MH/SIN/2024/48/2853,Maharashtra,Sindhudurg,Hepatitis A,10,0,30-11-2024,30-11-2024,Under Surveillance
MH/WAS/2024/48/2854,Maharashtra,Washim,Dengue,9,0,30-11-2024,30-11-2024,Under Surveillance
MG/SGH/2024/48/2855,Meghalaya,South Garo Hills,Measles,34,0,28-11-2024,28-11-2024,Under Surveillance
OR/KHR/2024/48/2856,Odisha,Khordha,Food Poisoning,10,0,28-11-2024,29-11-2024,Under Surveillance
AS/CHR/2024/49/2871,Assam,Chirang,Malaria,7,0,06-12-2024,06-12-2024,Under Surveillance
AS/LKM/2024/49/2872,Assam,Lakhimpur,Human Rabies,1,1,06-12-2024,07-12-2024,Under Surveillance
AS/LKM/2024/49/2873,Assam,Lakhimpur,Acute Diarrheal Disease,13,0,05-12-2024,05-12-2024,Under Surveillance
BH/KTH/2024/49/2874,Bihar,Katihar,Fever with Rash,29,0,30-11-2024,03-12-2024,Under Surveillance
GJ/MEH/2024/49/2875,Gujarat,Mahesana,Hepatitis A,16,0,04-12-2024,04-12-2024,Under Surveillance
JH/CTR/2024/49/2876,Jharkhand,Chatra,Malaria,17,0,05-12-2024,07-12-2024,Under Surveillance
KN/MND/2024/49/2877,Karnataka,Mandya,Typhoid,18,0,03-12-2024,04-12-2024,Under Surveillance
KN/MYS/2024/49/2878,Karnataka,Mysuru,Cholera,235,0,05-12-2024,05-12-2024,Under Surveillance
KN/UPU/2024/49/2879,Karnataka,Udupi,Japanese Encephalitis,1,1,06-12-2024,07-12-2024,Under Surveillance
KL/ERN/2024/49/2880,Kerala,Ernakulam,Acute Diarrheal Disease,72,0,07-12-2024,08-12-2024,Under Surveillance
KL/MLP/2024/49/2881,Kerala,Malappuram,Mumps,9,0,03-12-2024,07-12-2024,Under Surveillance
KL/PLK/2024/49/2882,Kerala,Palakkad,Mumps,12,0,06-12-2024,06-12-2024,Under Control
KL/THR/2024/49/2883,Kerala,Thrissur,Hepatitis A,20,0,05-12-2024,08-12-2024,Under Surveillance
KL/WAY/2024/49/2884,Kerala,Wayanad,Scrub Typhus,3,1,30-11-2024,06-12-2024,Under Surveillance
MP/GWL/2024/49/2885,Madhya Pradesh,Gwalior,Chikungunya,65,0,03-12-2024,03-12-2024,Under Control
MP/JAB/2024/49/2886,Madhya Pradesh,Jabalpur,Mumps,29,0,07-12-2024,07-12-2024,Under Control
MH/SAN/2024/49/2887,Maharashtra,Sangli,Hepatitis A,9,0,05-12-2024,06-12-2024,Under Surveillance
OR/BLG/2024/49/2888,Odisha,Balangir,Food Poisoning,13,0,04-12-2024,04-12-2024,Under Control
OR/BRG/2024/49/2889,Odisha,Bargarh,Acute Diarrheal Disease,11,0,04-12-2024,04-12-2024,Under Control
OR/KEN/2024/49/2890,Odisha,Kendujhar,Hepatitis A,10,0,05-12-2024,07-12-2024,Under Control
OR/KHR/2024/49/2891,Odisha,Khordha,Measles,43,0,06-12-2024,07-12-2024,Under Surveillance
OR/NYG/2024/49/2892,Odisha,Nayagarh,Hepatitis A,72,0,04-12-2024,05-12-2024,Under Surveillance
TN/ARY/2024/49/2893,Tamil Nadu,Ariyalur,Acute Diarrheal Disease,39,0,03-12-2024,04-12-2024,Under Control
TN/CHE/2024/49/2894,Tamil Nadu,Chengalpattu,Acute Diarrheal Disease,34,0,05-12-2024,06-12-2024,Under Surveillance
TN/SIRMAI2024/49/2951,Tamil Nadu,Madurai,Mumps,29,0,30-11-2024,02-12-2024,Under Surveillance
TN/NMK/2024/49/2896,Tamil Nadu,Namakkal,Mumps,12,0,04-12-2024,04-12-2024,Under Surveillance
TN/TIR/2024/49/2897,Tamil Nadu,Tirupathur,Mumps,9,0,07-12-2024,07-12-2024,Under Surveillance
UP/MZP/2024/49/2898,Uttar Pradesh,Mirzapur,Measles,4,0,26-11-2024,07-12-2024,Under Surveillance
WB/PRL/2024/49/2899,West Bengal,Purulia,Acute Diarrheal Disease,31,0,27-11-2024,02-12-2024,Under Control
MG/WGH/2024/49/2900,Meghalaya,West Garo Hills,Typhoid,86,0,06-11-2024,06-11-2024,Under Surveillance
MG/WGH/2024/49/2901,Meghalaya,West Garo Hills,Scrub Typhus,35,0,06-11-2024,06-11-2024,Under Surveillance
AP/ASR/2024/50/2902,Andhra Pradesh,Alluri Sitharama Raju,Food Poisoning,8,0,09/12/2024,12/12/2024,Under Control
AP/YSR/2024/50/2903,Andhra Pradesh,Y.S.R. (Yeduguri Sandinti Rajasekhara Reddy),Acute Diarrheal Disease,33,0,12/12/2024,12/12/2024,Under Control
AS/BPT/2024/50/2904,Assam,Barpeta,Typhoid,5,0,09/12/2024,09/12/2024,Under Control
AS/CHR/2024/50/2905,Assam,Chirang,Malaria,23,0,09/12/2024,09/12/2024,Under Control
AS/HLK/2024/50/2906,Assam,Hailakandi,Measles,47,0,11/12/2024,11/12/2024,Under Control
BH/GYA/2024/50/2907,Bihar,Gaya,Chickenpox,11,0,12/12/2024,13/12/2024,Under Control
BH/MDH/2024/50/2908,Bihar,Madhepura,Paratyphoid,65,0,09/12/2024,10/12/2024,Under Surveillance
BH/VIS/2024/50/2909,Bihar,Vaishali,Typhoid,5,0,14/12/2024,14/12/2024,Under Control
CT/BJP/2024/50/2910,Chhattisgarh,Bijapur,Food Poisoning,53,1,09/12/2024,10/12/2024,Under Control
CT/JAN/2024/50/2911,Chhattisgarh,Janjgir-Champa,Jaundice,13,0,12/12/2024,12/12/2024,Under Control
GO/NGO/2024/50/2912,Goa,North Goa,Scrub Typhus,6,0,09/12/2024,09/12/2024,Under Control
GJ/JUG/2024/50/2913,Gujarat,Junagadh,Food Poisoning,23,0,08/12/2024,09/12/2024,Under Control
GJ/NAR/2024/50/2914,Gujarat,Narmada,Food Poisoning,60,0,08/12/2024,09/12/2024,Under Control
HR/NUH/2024/50/2915,Haryana,Nuh,Chickenpox,15,0,13/12/2024,13/12/2024,Under Control
JK/RAJ/2024/50/2916,Jammu and Kashmir,Rajauri,Others,39,16,09/12/2024,12/12/2024,Under Surveillance
JH/GIR/2024/50/2917,Jharkhand,Giridih,Typhoid,8,0,10/12/2024,10/12/2024,Under Control
JH/LOH/2024/50/2918,Jharkhand,Lohardaga,Food Poisoning,12,0,12/12/2024,14/12/2024,Under Control
JH/SHB/2024/50/2919,Jharkhand,Sahebganj,Malaria,30,0,05/12/2024,11/12/2024,Under Control
JH/WSB/2024/50/2920,Jharkhand,West Singhbhum,Malaria,43,0,11/12/2024,13/12/2024,Under Control
KL/ERN/2024/50/2921,Kerala,Ernakulam,Mumps,8,0,07/12/2024,11/12/2024,Under Control
KL/ERN/2024/50/2922,Kerala,Ernakulam,Mumps,5,0,06/12/2024,11/12/2024,Under Control
KL/ERN/2024/50/2923,Kerala,Ernakulam,Acute Diarrheal Disease,43,0,10/12/2024,11/12/2024,Under Control
KL/KAN/2024/50/2924,Kerala,Kannur,Hepatitis A,18,0,09/12/2024,12/12/2024,Under Surveillance
KL/KTM/2024/50/2925,Kerala,Kottayam,Mumps,8,0,10/12/2024,11/12/2020,Under Surveillance
KL/PLK/2024/50/2926,Kerala,Palakkad,Mumps,9,0,11/12/2024,13/12/2024,Under Control
KL/PLK/2024/50/2927,Kerala,Palakkad,Mumps,15,0,11/12/2024,12/12/2024,Under Control
KL/PLK/2024/50/2928,Kerala,Palakkad,Mumps,20,0,09/12/2024,11/12/2024,Under Control
KL/PLK/2024/50/2929,Kerala,Palakkad,Food Poisoning,26,0,13/12/2024,13/12/2024,Under Control
KL/PLK/2024/50/2930,Kerala,Palakkad,Chickenpox,21,0,09/12/2024,09/12/2024,Under Control
KL/WYN/2024/50/2931,Kerala,Wayanad,Food Poisoning,19,0,10/12/2024,11/12/2024,Under Control
MP/ENM/2024/50/2932,Madhya Pradesh,East Nimar,Chikungunya,77,0,14/12/2024,15/12/2024,Under Control
MP/JBH/2024/50/2933,Madhya Pradesh,Jhabua,Food Poisoning,14,0,10/12/2024,11/12/2024,Under Control
MP/RTL/2024/50/2934,Madhya Pradesh,Ratlam,Fever,2,2,07/12/2024,11/12/2024,Under Control
MH/GDC/2024/50/2935,Maharashtra,Gadchiroli,Malaria,2,1,09/12/2024,09/12/2024,Under Control
AS/CHR/2024/51/2948,Assam,Cachar,Acute Diarrheal Disease,13,0,20-12-2024,20-12-2024,Under Surveillance  
AS/DIB/2024/51/2949,Assam,Dibrugarh,Human Rabies,1,1,16-12-2024,17-12-2024,Under Control  
AS/HAI/2024/51/2950,Assam,Hailakandi,Typhoid,4,0,20-12-2024,20-12-2024,Under Surveillance  
AS/HAI/2024/51/2951,Assam,Hailakandi,Typhoid,6,0,17-12-2024,17-12-2024,Under Surveillance  
AS/KOK/2024/51/2952,Assam,Kokrajhar,Acute Diarrheal Disease,15,0,20-12-2024,21-12-2024,Under Surveillance  
AS/NAG/2024/51/2953,Assam,Nagaon,Food Poisoning,18,0,18-12-2024,18-12-2024,Under Control  
BH/MAD/2024/51/2954,Bihar,Madhepura,Acute Diarrheal Disease,14,0,20-12-2024,20-12-2024,Under Surveillance  
CT/JNJ/2024/51/2955,Chhattisgarh,Janjgir-Champa,Jaundice,10,0,17-12-2024,19-12-2024,Under Surveillance  
JK/BAR/2024/51/2956,Jammu and Kashmir,Baramulla,Hepatitis A,48,0,17-12-2024,17-12-2024,Under Surveillance  
JK/JAM/2024/51/2957,Jammu and Kashmir,Jammu,Human Rabies,1,1,12-12-2024,21-12-2024,Under Surveillance  
JK/UDM/2024/51/2958,Jammu and Kashmir,Udhampur,Acute Diarrheal Disease,41,0,16-12-2024,16-12-2024,Under Surveillance  
JH/BOK/2024/51/2959,Jharkhand,Bokaro,Human Rabies,1,1,16-12-2024,16-12-2024,Under Surveillance  
JH/WSB/2024/51/2960,Jharkhand,West Singhbhum,Measles,4,0,17-12-2024,19-12-2024,Under Control  
KN/HAS/2024/51/2961,Karnataka,Hassan,Chickenpox,26,0,16-12-2024,17-12-2024,Under Surveillance  
KN/MAN/2024/51/2962,Karnataka,Mandya,Cholera,21,0,17-12-2024,18-12-2024,Under Surveillance  
KL/ALP/2024/51/2963,Kerala,Alappuzha,Mumps,40,0,12-12-2024,16-12-2024,Under Surveillance  
KL/ERN/2024/51/2964,Kerala,Ernakulam,Food Poisoning,33,0,21-12-2024,21-12-2024,Under Surveillance  
KL/ERN/2024/51/2965,Kerala,Ernakulam,Hepatitis A,95,0,18-12-2024,19-12-2024,Under Surveillance  
KL/KNR/2024/51/2966,Kerala,Kannur,Mpox,1,0,13-12-2024,20-12-2024,Under Surveillance  
KL/KNR/2024/51/2967,Kerala,Kannur,Food Poisoning,59,0,14-12-2024,20-12-2024,Under Surveillance  
KL/KNR/2024/51/2968,Kerala,Kannur,Food Poisoning,285,0,15-12-2024,17-12-2024,Under Surveillance  
KL/WAY/2024/51/2969,Kerala,Wayanad,Mpox,1,0,12-12-2024,17-12-2024,Under Surveillance  
MP/ALR/2024/51/2970,Madhya Pradesh,Alirajpur,Measles,24,0,17-12-2024,19-12-2024,Under Surveillance  
MP/DHR/2024/51/2971,Madhya Pradesh,Dhar,Measles,4,0,16-12-2024,16-12-2024,Under Surveillance  
MP/ENM/2024/51/2972,Madhya Pradesh,East Nimar,Chikungunya,57,0,17-12-2024,17-12-2024,Under Surveillance  
MP/IND/2024/51/2973,Madhya Pradesh,Indore,Food Poisoning,88,0,15-12-2024,16-12-2024,Under Control  
MP/MAN/2024/51/2974,Madhya Pradesh,Mandla,Food Poisoning,20,0,18-12-2024,18-12-2024,Under Surveillance  
MH/BHN/2024/51/2975,Maharashtra,Bhandara,Leptospirosis,3,0,19-12-2024,19-12-2024,Under Surveillance  
MH/NAN/2024/51/2976,Maharashtra,Nandurbar,Food Poisoning,22,0,11-12-2024,16-12-2024,Under Surveillance  
MH/SNG/2024/51/2977,Maharashtra,Sangli,Acute Diarrheal Disease,49,0,17-12-2024,17-12-2024,Under Surveillance  
OR/BLS/2024/51/2978,Odisha,Baleshwar,Fever with Rash,15,0,19-12-2024,20-12-2024,Under Surveillance  
TN/MAY/2024/51/2979,Tamil Nadu,Mayiladuthurai,Acute Diarrheal Disease,15,0,16-12-2024,17-12-2024,Under Control  
TN/NAM/2024/51/2980,Tamil Nadu,Namakkal,Mumps,6,0,19-12-2024,20-12-2024,Under Surveillance  
AP/VIS/2024/52/2986,Andhra Pradesh,Visakhapatanam,Acute Diarrheal Disease,22,0,28-12-2024,29-12-2024,Under Control
AP/VIZ/2024/52/2987,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,24,0,22-12-2024,26-12-2024,Under Control
AS/DHE/2024/52/2988,Assam,Dhemaji,Typhoid,6,0,23-12-2024,23-12-2024,Under Surveillance
AS/KOK/2024/52/2989,Assam,Kokrajhar,Malaria,1,1,25-12-2024,26-12-2024,Under Surveillance
CT/RAJ/2024/52/2990,Chhattisgarh,Rajnandgaon,Acute Diarrheal Disease,20,0,22-12-2024,23-12-2024,Under Surveillance
GO/SGO/2024/52/2991,Goa,South Goa,Food Poisoning,20,0,26-12-2024,26-12-2024,Under Control
JK/SRN/2024/52/2992,Jammu and Kashmir,Srinagar,Hepatitis A,12,0,28-12-2024,28-12-2024,Under Control
JK/SRN/2024/52/2993,Jammu and Kashmir,Srinagar,Hepatitis A,12,0,27-12-2024,27-12-2024,Under Surveillance
JK/SRN/2024/52/2994,Jammu and Kashmir,Srinagar,Hepatitis A,8,0,24-12-2024,24-12-2024,Under Surveillance
KL/ERN/2024/52/2995,Kerala,Ernakulam,Acute Gastroenteritis,105,0,24-12-2024,25-12-2024,Under Surveillance
KL/ERN/2024/52/2996,Kerala,Ernakulam,Acute Diarrheal Disease,33,0,23-12-2024,25-12-2024,Under Control
KL/KNR/2024/52/2997,Kerala,Kannur,Acute Gastroenteritis,145,0,26-12-2024,27-12-2024,Under Surveillance
KL/KNR/2024/52/2998,Kerala,Kannur,Food Poisoning,21,0,23-12-2024,27-12-2024,Under Surveillance
KL/KAS/2024/52/2999,Kerala,Kasaragod,Hepatitis A,29,0,23-12-2024,23-12-2024,Under Surveillance
KL/KAS/2024/52/3000,Kerala,Kasaragod,Food Poisoning,22,0,26-12-2024,28-12-2024,Under Control
KL/KTM/2024/52/3001,Kerala,Kottayam,Hepatitis A,12,0,20-12-2024,24-12-2024,Under Surveillance
KL/MLP/2024/52/3002,Kerala,Malappuram,Hepatitis A,25,0,23-12-2024,28-12-2024,Under Surveillance
KL/PLK/2024/52/3003,Kerala,Palakkad,Acute Gastroenteritis,28,0,26-12-2024,27-12-2024,Under Control
KL/TNP/2024/52/3004,Kerala,Thiruvananthapuram,Acute Gastroenteritis,41,0,26-12-2024,26-12-2024,Under Control
MP/BRH/2024/52/3005,Madhya Pradesh,Burhanpur,Chikungunya,50,0,28-12-2024,28-12-2024,Under Surveillance
MP/BRH/2024/52/3006,Madhya Pradesh,Burhanpur,Typhoid,84,0,23-12-2024,23-12-2024,Under Surveillance
MH/BUL/2024/52/3007,Maharashtra,Buldhana,Food Poisoning,93,0,24-12-2024,26-12-2024,Under Control
MH/OSM/2024/52/3008,Maharashtra,Osmanabad,Chikungunya,5,0,22-12-2024,23-12-2024,Under Surveillance
PB/RNG/2024/52/3009,Punjab,Rupnagar,Hepatitis A,40,0,28-12-2024,28-12-2024,Under Surveillance
TN/MAY/2024/52/3010,Tamil Nadu,Mayiladuthurai,Chickenpox,12,0,21-12-2024,24-12-2024,Under Control
TN/THI/2024/52/3011,Tamil Nadu,Thiruvarur,Acute Diarrheal Disease,25,0,25-12-2024,25-12-2024,Under Control
TN/TRP/2024/52/3012,Tamil Nadu,Tirupathur,Mumps,34,0,21-12-2024,24-12-2024,Under Control
UP/FTH/2024/52/3013,Uttar Pradesh,Fatehpur,Chickenpox,18,0,24-12-2024,24-12-2024,Under Control
UP/JNP/2024/52/3014,Uttar Pradesh,Jaunpur,Scrub Typhus,28,0,28-10-2024,26-12-2024,Under Control
UP/KAS/2024/52/3015,Uttar Pradesh,Kasganj,Acute Diarrheal Disease,111,2,24-07-2024,27-12-2024,Under Control
AP/ANK/2024/52/3016,Andhra Pradesh,Anakapalli,Acute Diarrheal Disease,25,0,17-12-2024,Under Control
AP/SSS/2024/52/3017,Andhra Pradesh,Sri Sathya Sai,Acute Diarrheal Disease,13,0,17-12-2024,Under Control
KL/MLP/2024/52/3018,Kerala,Malappuram,Hepatitis A,80,0,16-12-2024,Under Control
